id,duration
2anaZDYYe3O3sEJjXYDVFb,277000
36dRGWDdBOlsM57DqOPjSf,419640
1LMTieioqpptv3VmvtLc1A,416000
6yuUNwzKsytnqKjFU3oNrS,202364
4HbiCvH1R7mVOJ7KY7JQBD,157643
5g8mXrlSvCGEfn5ntBoz0f,226725
7GmduX2jLvglcqwy3AoKd2,3438719
5ymZVLbXYU9P9Dml5fGuXP,129941
1AfA0K7BLxceH7PjzcZdZc,244302
5WgW9bG91h4zRUnBr97d6c,469995
2qcPi2BKIrArJ0Cnb06kqC,215660
2bWcIXdN5tLko8ERJVh60p,294196
4AKUOaCRcoKTFnVI9LtsrN,218306
06qucDIBo0NpKQffal8aW8,366989
1Kijkj8kicAF21LZr1z2X7,138853
7JgZbix8xDasAhbn3N7eIF,142182
3hHlNvlnK6MUo4wuX0JLKN,194728
378c4bnvmnfAoMTSIOveDX,223336
7yU5AGPIpCfQmDRJ2chAy4,222337
6plT7nFGiXKSBP9HFSI4ef,243773
6OlBfh3gODjeimXA8cc8ft,126190
1tiurfNf4pcUra6NJiJJ1b,181739
3GPYUPEP8O4cMn7mLA9RX1,489000
5dUE7gBFtBMUtIP9y5YzK9,120812
56nl0PcICHCOoVazhLQEFb,243076
023hao8mqtv3InoXmVjJQZ,408853
1BjNxhfllmwk4R8zv8eED5,178598
1vu5nJoDuDJnxuOQdzUA0a,352000
0ypUWMK9fL7FTFDyNGm6mx,145327
6Yp6bCLd4IWur1yL2Xirrk,166153
2fQCsQwgjHvmfvHkSf6CrR,192380
0L6L9cRaksjWeC7MRuv5MW,245760
7fBdfwQaHp5Otxr408gtjp,307500
5n16dEoZ1OwdpqOIK13m1X,133165
6ghICeprXG957CqdLx67WN,86571
3MWhCjt3rnaP4jRwOgHOHK,326769
4Hpib09wXgD84w4uwTPnYD,139413
6OALshczP3JIARtcNsh6qg,147068
6RJl3LwKCOUo4M2OaqaQXn,459661
3uvbrsLgjPL23goVpb5lc5,346488
29vPsCpO1i4DN2V5F9MSWi,206842
6Ftxob0YuvAxRqELTTErUs,125217
7b4ky1LlQLFhXHmhZkFgqV,190537
26xW0lqwFci1qvXlaNtQOZ,233453
1Ib9kkq2D1QqFGO96SBj5R,434326
2fB3FHuS8310D2XkuuKFIq,144773
1tl0JzKYJACYOww6l7OlaO,444293
5iPEgWe2PZB5MqSR4xoW8E,280062
